ms,ms_name_en,cci,programme_title_short,status,version,last_adoption_date_ecms,priority_code,priority_name,policy_objective_short_name,policy_objective_code,policy_objective_name,specific_objective_short_name,specific_objective_code,specific_objective_name,dimension_type,category_title_short,category_code,category_name,fund,category_of_region,cofinancing_rate,eu_amount,total_amount,climate_weighting,eu_climate_amount,total_climate_amount,environmental_weighting,eu_environmental_amount,total_environmental_amount,biodiversity_weighting,eu_biodiversity_amount,total_biodiversity_amount,gender_weighting,eu_gender_amount,total_gender_amount,clean_air_weighting,eu_clean_air_amount,total_clean_air_amount,digital_weighting,eu_amount_digital,total_amount_digital,sustainable_urban_development,territorial_tool,territory_type,un_sdg_tracking,jtf_themes,priority_type_code,priority_type_description
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.024 Large-scale IT systems - Schengen Infor. System (SIS),SO1.024,Large-scale IT systems  -  Schengen Information System (SIS),BMVI,BMVI,0.9015722379,6438098.91,7140968.45,,,,,,,,,,,,,,,,1.0,6438098.91,7140968.45,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,TA.36(5) Technical assistance - flat rate (Art. 36(5) CPR),TA.36(5),Technical assistance - flat rate (Art. 36(5) CPR),Intervention Field,"TA.36(5).003 Evaluation and studies, data collection",TA.36(5).003,"Evaluation and studies, data collection",BMVI,BMVI,1.0,88386.58,88386.58,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Italy,2021IT16RFPR009,Liguria - ERDF,Adopted by EC,1.2,2022-10-11,1,"SVILUPPO E CONSOLIDAMENTO DELLA COMPETITIVITA E DELL'ATTRATTIVITA DEL SISTEMA LIGURE, CON PARTICOLARE RIFERIMENTO A INNOVAZIONE, DIGITALIZZAZIONE E RAFFORZAMENTO DEGLI INVESTIMENTI",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,More developed,0.4,60000000.0,150000000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,4,"Anpassung an den Klimawandel, Risikopravention und Katastrophenresilienz",PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.6,155540000.0,259233333.33,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,3,Verringerung der CO2-Emission,PO2 Greener Europe,2,Greener Europe,RSO2.1 Energy efficiency,RSO2.1,Energy efficiency,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.6,152160000.0,253600000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.008 Situational awareness and exchange of information,SO1.008,Situational awareness and exchange of information,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.011 Hotspot areas,SO1.011,Hotspot areas,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,1,"Starkung von Forschung, technologischer Entwicklung und Innovation",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.6,361000000.0,601666666.67,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,2,Starkung des Wachstums und der Wettbewerbsfahigkeit von KMU,PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.6,199223131.0,332038551.67,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,SO3.003 Joint Investigation Teams (JITs) or other joint ops.,SO3.003,Joint Investigation Teams (JITs) or other joint operations,ISF,ISF,0.8481225506,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,"SO3.001 ICT systems, interoperability, data quality",SO3.001,"ICT systems, interoperability, data quality (excluding equipment)",ISF,ISF,0.8481225506,3768000.0,4442754.17,,,,,,,,,,,,,,,,1.0,3768000.0,4442754.17,,,,,,,
PL,Poland,2021PL16FFPR005,Lodzkie - PL - ERDF/ESF+/JTF,Adopted by EC,1.2,2022-12-05,1,FUNDUSZE EUROPEJSKIE DLA INNOWACYJNEGO LODZKIEGO,PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.849999998,140585266.0,165394430.98,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.006 Border surveillance - other measures,SO1.006,Border surveillance - other measures,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,1 Exchange of information,1,Exchange of information,Type of Action ISF,"SO1.006 Exchange of BP, conferences,comm. activities ...",SO1.006,"Exchange of best practices, workshops, conferences, events, awareness-raising campaigns, communication activities",ISF,ISF,0.7709219792,90000.0,116743.33,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.023 Large-scale IT systems - (ETIAS) - Article 85(3) of Reg.,SO1.023,Large-scale IT systems - European Travel Information and Authorisation System (ETIAS) - Article 85(3) of Regulation (EU) 2018/1240,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.017 Inter-agency cooperation - with third countries,SO1.017,Inter-agency cooperation - with third countries,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,"SO2.002 Improving efficiency, client-friendly env. at consulates",SO2.002,"Enhancing the efficiency, client-friendly environment and security at consulates",BMVI,BMVI,0.8742649244,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,1 Exchange of information,1,Exchange of information,Type of Action ISF,SO1.005 Training,SO1.005,Training,ISF,ISF,0.7709219792,453000.0,587608.1,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.016 Inter-agency cooperation - Union level,SO1.016,Inter-agency cooperation - European Union level,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.029 Data quality and data subjects' rights to information,SO1.029,"Data quality and data subjects' rights to information, access to, rectification and erasure of,their personal data, and to the retriction of the processing thereof",BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,1 Exchange of information,1,Exchange of information,Type of Action ISF,"SO1.002 Networks, centres of excell., coop. structures, ...",SO1.002,"Networks, centres of excellence, cooperation structures, joint actions and operations",ISF,ISF,0.7709219792,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.019 Large-scale IT systems-Eurodac for border management,SO1.019,Large-scale IT systems  - Eurodac for border management purposes,BMVI,BMVI,0.9015722379,552750.0,613095.63,,,,,,,,,,,,,,,,1.0,552750.0,613095.63,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.009 Operating support-Large IT systems for visa application,SO2.009,Operating support - Large-scale IT systems for visa application processing purposes,BMVI,BMVI,0.8742649244,1000000.0,1143818.05,,,,,,,,,,,,,,,,1.0,1000000.0,1143818.05,,,,,,,
NL,Netherlands,2021NL65BVPR001,Netherlands - BMVI,Adopted by EC,2.0,2023-07-04,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.009 Risk analysis,SO1.009,Risk analysis,BMVI,BMVI,0.9015722379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,6,Nachhaltige und Integrierte Stadtentwicklung,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.1 Integrated development in urban areas,RSO5.1,Integrated development in urban areas,Form of Support,01 grant,01,Grant,ERDF,Transition,0.599999999,115675894.0,192793156.99,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,2 Cross-border cooperation,2,Cross-border cooperation,Type of Action ISF,SO2.004 Secondment or deployment of experts,SO2.004,Secondment or deployment of experts,ISF,ISF,0.8675523214,687000.0,791883.08,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,4,"Anpassung an den Klimawandel, Risikopravention und Katastrophenresilienz",PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Form of Support,01 grant,01,Grant,ERDF,Transition,0.6,155540000.0,259233333.33,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Germany,2021DE16RFPR011,Thuringen - DE - ERDF,Adopted by EC,2.1,2023-03-07,1,"Starkung von Forschung, technologischer Entwicklung und Innovation",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.6,361000000.0,601666666.67,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,SO3.004 Secondment or deployment of experts,SO3.004,Secondment or deployment of experts,ISF,ISF,0.8481225506,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,1 Exchange of information,1,Exchange of information,Type of Action ISF,SO1.003 Joint Investigation Teams (JITs) or other joint ops.,SO1.003,Joint Investigation Teams (JITs) or other joint operations,ISF,ISF,0.7709219792,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
EL,Greece,2021EL65BVPR001,Greece - BMVI,Adopted by EC (TF Accepted),1.3,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.005 Border surveillance - automated border surveillance systems,SO1.005,Border surveillance - automated border surveillance systems,BMVI,BMVI,0.7504978579,165000000.0,219854058.56,,,,,,,,,,,,,,,,1.0,165000000.0,219854058.56,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,SO3.009 Means of transport,SO3.009,Means of transport,ISF,ISF,0.8481225506,38250.0,45099.61,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,2 Cross-border cooperation,2,Cross-border cooperation,Type of Action ISF,"SO2.002 Networks, centres of excell., coop. structures, ...",SO2.002,"Networks, centres of excellence, cooperation structures, joint actions and operations",ISF,ISF,0.8675523214,1319250.0,1520657.56,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Spain,2021ES65BVPR001,Spain - BMVI,Adopted by EC (TF Accepted),1.4,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.007 Technical and operational measures within Schengen area,SO1.007,Technical and operational measures within the Schengen area which are related to border control,BMVI,BMVI,0.8292249991,1500000.0,1808917.97,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,SO3.011 Deployment or other follow-up of research projects,SO3.011,Deployment or other follow-up of research projects,ISF,ISF,0.8481225506,310500.0,366102.75,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,2 Cross-border cooperation,2,Cross-border cooperation,Type of Action ISF,SO2.011 Deployment or other follow-up of research projects,SO2.011,Deployment or other follow-up of research projects,ISF,ISF,0.8675523214,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CY,Cyprus,2021CY16FFPR001,THALIA - CY - CF/ERDF/ESF+/JTF,Adopted by EC,1.2,2022-07-08,7,Anaptuxe Anthropinou Dunamikou kai Entaxe sten Agora Ergasias,PO4 Social Europe,4,Social Europe,ESO4.2 Modernising labour market institutions,ESO4.2,Modernising labour market institutions,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,Transition,0.599999997,20000000.0,33333333.5,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
EL,Greece,2021EL65BVPR001,Greece - BMVI,Adopted by EC (TF Accepted),1.3,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.017 Inter-agency cooperation - with third countries,SO1.017,Inter-agency cooperation - with third countries,BMVI,BMVI,0.7504978579,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,2 Cross-border cooperation,2,Cross-border cooperation,Type of Action ISF,"SO2.010 Buildings, facilities",SO2.010,"Buildings, facilities",ISF,ISF,0.8675523214,414000.0,477204.65,,,,,,,,,,,,,,,,,,,,,,,,,
EL,Greece,2021EL65BVPR001,Greece - BMVI,Adopted by EC (TF Accepted),1.3,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.027 Operating support-Large IT systems for border management,SO1.027,Operating support - Large-scale IT systems for border management purposes,BMVI,BMVI,0.7504978579,10000000.0,13324488.4,,,,,,,,,,,,,,,,1.0,10000000.0,13324488.4,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,3 Preventing and combating crime,3,Preventing and combating crime,Type of Action ISF,"SO3.007 Studies, pilot projects, risk assessments",SO3.007,"Studies, pilot projects, risk assessments",ISF,ISF,0.8481225506,2678800.0,3158505.81,,,,,,,,,,,,,,,,,,,,,,,,,
EL,Greece,2021EL65BVPR001,Greece - BMVI,Adopted by EC (TF Accepted),1.3,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,TA.36(5) Technical assistance - flat rate (Art. 36(5) CPR),TA.36(5),Technical assistance - flat rate (Art. 36(5) CPR),Intervention Field,"TA.36(5).002 Preparation, implementation, monitoring and control",TA.36(5).002,"Preparation, implementation, monitoring and control",BMVI,BMVI,1.0,11949231.44,11949231.44,,,,,,,,,,,,,,,,,,,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,2 Cross-border cooperation,2,Cross-border cooperation,Type of Action ISF,"SO2.007 Studies, pilot projects, risk assessments",SO2.007,"Studies, pilot projects, risk assessments",ISF,ISF,0.8675523214,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Spain,2021ES65BVPR001,Spain - BMVI,Adopted by EC (TF Accepted),1.4,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.001 Border checks,SO1.001,Border checks,BMVI,BMVI,0.8292249991,57742500.0,69634297.16,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Spain,2021ES65BVPR001,Spain - BMVI,Adopted by EC (TF Accepted),1.4,2023-07-05,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.005 Border surveillance - automated border surveillance systems,SO1.005,Border surveillance - automated border surveillance systems,BMVI,BMVI,0.8292249991,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
AT,Austria,2021AT65ISPR001,Austria - ISF,Adopted by EC,2.0,2023-06-19,,,PO1 Security,1,Security,1 Exchange of information,1,Exchange of information,Type of Action ISF,SO1.004 Secondment or deployment of experts,SO1.004,Secondment or deployment of experts,ISF,ISF,0.7709219792,198000.0,256835.33,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Poland,2021PL16FFPR004,Lubuskie - PL - ERDF/ESF+,Adopted by EC,1.2,2022-12-07,6,Fundusze Europejskie na wsparcie obywateli,PO4 Social Europe,4,Social Europe,ESO4.4 Adaptation of workers and enterprises to change,ESO4.4,Adaptation of workers and enterprises to change,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Less developed,0.8499999948,28652960.0,33709364.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
